ID_Venda,Data,Produto,Quantidade
795,2025-06-22,Cheeseburger,2
796,2025-06-22,Refrigerante,2
797,2025-06-22,Batata Frita,4
798,2025-06-22,Onion Rings,1
799,2025-06-22,Brownie,4
800,2025-06-22,Refrigerante,4
801,2025-06-23,Brownie,1
802,2025-06-23,Onion Rings,4
803,2025-06-23,Onion Rings,1
804,2025-06-23,Brownie,2
805,2025-06-23,Batata Frita,2
806,2025-06-23,Brownie,2
807,2025-06-23,Cheeseburger,1
808,2025-06-23,Onion Rings,4
809,2025-06-23,Sorvete,1
810,2025-06-23,Refrigerante,4
811,2025-06-23,Brownie,1
812,2025-06-23,Veggie Burger,3
813,2025-06-24,Onion Rings,2
814,2025-06-24,Refrigerante,1
815,2025-06-24,Sorvete,4
816,2025-06-24,Bacon Burger,4
817,2025-06-24,Refrigerante,3
818,2025-06-24,Bacon Burger,3
819,2025-06-24,Sorvete,4
820,2025-06-24,Onion Rings,4
821,2025-06-24,Veggie Burger,1
822,2025-06-24,Refrigerante,2
823,2025-06-24,Batata Frita,4
824,2025-06-24,Brownie,3
825,2025-06-24,Sorvete,2
826,2025-06-24,Refrigerante,3
827,2025-06-24,Bacon Burger,3
828,2025-06-25,Sorvete,4
829,2025-06-25,Refrigerante,1
830,2025-06-25,Batata Frita,3
831,2025-06-25,Sorvete,3
832,2025-06-25,Bacon Burger,2
833,2025-06-25,Batata Frita,1
834,2025-06-25,Onion Rings,1
835,2025-06-25,Bacon Burger,4
836,2025-06-25,Bacon Burger,2
837,2025-06-25,Água,4
838,2025-06-25,Milkshake,3
839,2025-06-25,Água,2
840,2025-06-26,Onion Rings,2
841,2025-06-26,Veggie Burger,1
842,2025-06-26,Onion Rings,4
843,2025-06-26,Brownie,2
844,2025-06-26,Refrigerante,4
845,2025-06-26,Refrigerante,4
846,2025-06-26,Brownie,3
847,2025-06-26,Onion Rings,2
848,2025-06-26,Cheeseburger,2
849,2025-06-26,Onion Rings,4
850,2025-06-27,Batata Frita,3
851,2025-06-27,Batata Frita,3
852,2025-06-27,Milkshake,4
853,2025-06-27,Milkshake,4
854,2025-06-27,Cheeseburger,1
855,2025-06-27,Brownie,2
856,2025-06-27,Refrigerante,3
857,2025-06-27,Sorvete,4
858,2025-06-28,Sorvete,2
859,2025-06-28,Onion Rings,3
860,2025-06-28,Água,4
861,2025-06-28,Batata Frita,2
862,2025-06-28,Onion Rings,3
863,2025-06-28,Brownie,1
864,2025-06-28,Batata Frita,3
865,2025-06-28,Brownie,3
866,2025-06-28,Refrigerante,4
867,2025-06-28,Batata Frita,4
868,2025-06-28,Batata Frita,4
869,2025-06-28,Bacon Burger,1
870,2025-06-29,Veggie Burger,1
871,2025-06-29,Brownie,2
872,2025-06-29,Veggie Burger,2
873,2025-06-29,Cheeseburger,3
874,2025-06-29,Brownie,2
875,2025-06-29,Brownie,1
876,2025-06-29,Bacon Burger,2
877,2025-06-29,Brownie,2
878,2025-06-29,Batata Frita,1
879,2025-06-29,Sorvete,1
880,2025-06-29,Água,4
881,2025-06-29,Brownie,4
882,2025-06-29,Bacon Burger,1
883,2025-06-29,Bacon Burger,3
884,2025-06-29,Cheeseburger,2
885,2025-06-29,Refrigerante,1
886,2025-06-29,Cheeseburger,2
887,2025-06-29,Sorvete,4
888,2025-06-29,Milkshake,2
889,2025-06-29,Milkshake,4
890,2025-06-30,Água,2
891,2025-06-30,Brownie,1
892,2025-06-30,Sorvete,1
893,2025-06-30,Bacon Burger,3
894,2025-06-30,Brownie,4
895,2025-06-30,Batata Frita,4
896,2025-06-30,Onion Rings,1
897,2025-06-30,Onion Rings,4
898,2025-06-30,Veggie Burger,2
899,2025-06-30,Onion Rings,4
900,2025-06-30,Veggie Burger,3
901,2025-06-30,Sorvete,2
902,2025-06-30,Veggie Burger,2
903,2025-06-30,Veggie Burger,2
904,2025-06-30,Cheeseburger,4
905,2025-06-30,Batata Frita,1
906,2025-06-30,Água,2
907,2025-06-30,Brownie,1
908,2025-07-01,Refrigerante,1
909,2025-07-01,Bacon Burger,1
910,2025-07-01,Refrigerante,3
911,2025-07-01,Cheeseburger,3
912,2025-07-01,Onion Rings,1
913,2025-07-01,Veggie Burger,1
914,2025-07-01,Bacon Burger,2
915,2025-07-01,Brownie,2
916,2025-07-01,Água,1
917,2025-07-01,Sorvete,2
918,2025-07-01,Brownie,1
919,2025-07-01,Bacon Burger,1
920,2025-07-01,Onion Rings,1
921,2025-07-01,Batata Frita,2
922,2025-07-02,Sorvete,2
923,2025-07-02,Cheeseburger,2
924,2025-07-02,Milkshake,3
925,2025-07-02,Brownie,2
926,2025-07-02,Bacon Burger,1
927,2025-07-02,Batata Frita,2
928,2025-07-02,Bacon Burger,2
929,2025-07-02,Bacon Burger,1
930,2025-07-02,Refrigerante,3
931,2025-07-02,Cheeseburger,3
932,2025-07-02,Batata Frita,1
933,2025-07-02,Onion Rings,1
934,2025-07-02,Refrigerante,3
935,2025-07-02,Veggie Burger,2
936,2025-07-02,Onion Rings,2
937,2025-07-02,Cheeseburger,1
938,2025-07-02,Água,1
939,2025-07-02,Água,1
940,2025-07-02,Brownie,1
941,2025-07-03,Milkshake,1
942,2025-07-03,Veggie Burger,3
943,2025-07-03,Batata Frita,3
944,2025-07-03,Veggie Burger,2
945,2025-07-03,Brownie,1
946,2025-07-03,Sorvete,4
947,2025-07-03,Cheeseburger,4
948,2025-07-03,Água,1
949,2025-07-03,Batata Frita,3
950,2025-07-03,Refrigerante,4
951,2025-07-03,Milkshake,1
952,2025-07-03,Sorvete,4
953,2025-07-03,Milkshake,2
954,2025-07-03,Milkshake,4
955,2025-07-03,Onion Rings,1
956,2025-07-04,Onion Rings,3
957,2025-07-04,Batata Frita,4
958,2025-07-04,Água,3
959,2025-07-04,Água,1
960,2025-07-04,Brownie,3
961,2025-07-04,Veggie Burger,3
962,2025-07-04,Onion Rings,4
963,2025-07-04,Água,1
964,2025-07-04,Brownie,1
965,2025-07-04,Milkshake,1
966,2025-07-04,Água,2
967,2025-07-04,Batata Frita,2
968,2025-07-04,Bacon Burger,3
969,2025-07-04,Refrigerante,2
970,2025-07-04,Batata Frita,1
971,2025-07-04,Veggie Burger,4
972,2025-07-04,Água,2
973,2025-07-04,Brownie,2
974,2025-07-05,Sorvete,4
975,2025-07-05,Brownie,3
976,2025-07-05,Veggie Burger,1
977,2025-07-05,Sorvete,3
978,2025-07-05,Brownie,4
979,2025-07-05,Cheeseburger,4
980,2025-07-05,Sorvete,3
981,2025-07-05,Cheeseburger,2
982,2025-07-05,Bacon Burger,1
983,2025-07-05,Brownie,4
984,2025-07-06,Brownie,3
985,2025-07-06,Cheeseburger,4
986,2025-07-06,Batata Frita,3
987,2025-07-06,Refrigerante,3
988,2025-07-06,Cheeseburger,4
989,2025-07-06,Cheeseburger,4
990,2025-07-06,Refrigerante,4
991,2025-07-06,Veggie Burger,3
992,2025-07-07,Milkshake,2
993,2025-07-07,Sorvete,4
994,2025-07-07,Onion Rings,2
995,2025-07-07,Brownie,4
996,2025-07-07,Bacon Burger,4
997,2025-07-07,Bacon Burger,2
998,2025-07-07,Milkshake,3
999,2025-07-07,Cheeseburger,4
1000,2025-07-07,Brownie,3
1001,2025-07-07,Bacon Burger,1
1002,2025-07-07,Batata Frita,2
1003,2025-07-08,Brownie,2
1004,2025-07-08,Bacon Burger,2
1005,2025-07-08,Veggie Burger,4
1006,2025-07-08,Bacon Burger,1
1007,2025-07-08,Brownie,3
1008,2025-07-08,Brownie,3
1009,2025-07-08,Milkshake,4
1010,2025-07-08,Sorvete,2
1011,2025-07-08,Veggie Burger,4
1012,2025-07-08,Batata Frita,3
1013,2025-07-08,Brownie,2
1014,2025-07-08,Batata Frita,3
1015,2025-07-08,Cheeseburger,4
1016,2025-07-08,Bacon Burger,3
1017,2025-07-09,Onion Rings,4
1018,2025-07-09,Sorvete,1
1019,2025-07-09,Brownie,2
1020,2025-07-09,Sorvete,3
1021,2025-07-09,Sorvete,1
1022,2025-07-09,Onion Rings,2
1023,2025-07-09,Veggie Burger,3
1024,2025-07-09,Cheeseburger,1
1025,2025-07-09,Veggie Burger,1
1026,2025-07-09,Água,3
1027,2025-07-09,Veggie Burger,2
1028,2025-07-10,Bacon Burger,1
1029,2025-07-10,Sorvete,1
1030,2025-07-10,Onion Rings,4
1031,2025-07-10,Veggie Burger,2
1032,2025-07-10,Brownie,1
1033,2025-07-10,Água,1
1034,2025-07-10,Brownie,3
1035,2025-07-10,Batata Frita,4
1036,2025-07-10,Cheeseburger,3
1037,2025-07-10,Batata Frita,1
1038,2025-07-10,Batata Frita,1
1039,2025-07-11,Bacon Burger,4
1040,2025-07-11,Cheeseburger,3
1041,2025-07-11,Água,2
1042,2025-07-11,Batata Frita,3
1043,2025-07-11,Veggie Burger,2
1044,2025-07-11,Onion Rings,2
1045,2025-07-11,Batata Frita,3
1046,2025-07-11,Refrigerante,4
1047,2025-07-11,Cheeseburger,1
1048,2025-07-11,Milkshake,2
1049,2025-07-11,Milkshake,4
1050,2025-07-11,Veggie Burger,2
1051,2025-07-11,Refrigerante,4
1052,2025-07-11,Sorvete,4
1053,2025-07-11,Cheeseburger,1
1054,2025-07-11,Água,2
1055,2025-07-11,Veggie Burger,4
1056,2025-07-12,Onion Rings,3
1057,2025-07-12,Cheeseburger,4
1058,2025-07-12,Veggie Burger,3
1059,2025-07-12,Batata Frita,3
1060,2025-07-12,Milkshake,2
1061,2025-07-12,Bacon Burger,3
1062,2025-07-12,Milkshake,3
1063,2025-07-12,Bacon Burger,1
1064,2025-07-13,Refrigerante,2
1065,2025-07-13,Batata Frita,2
1066,2025-07-13,Brownie,1
1067,2025-07-13,Onion Rings,1
1068,2025-07-13,Brownie,4
1069,2025-07-13,Milkshake,4
1070,2025-07-13,Refrigerante,3
1071,2025-07-13,Brownie,4
1072,2025-07-13,Cheeseburger,1
1073,2025-07-13,Bacon Burger,1
1074,2025-07-13,Batata Frita,2
1075,2025-07-13,Brownie,4
1076,2025-07-13,Batata Frita,2
1077,2025-07-13,Brownie,3
1078,2025-07-13,Veggie Burger,1
1079,2025-07-14,Brownie,3
1080,2025-07-14,Bacon Burger,3
1081,2025-07-14,Bacon Burger,4
1082,2025-07-14,Milkshake,2
1083,2025-07-14,Brownie,4
1084,2025-07-14,Cheeseburger,1
1085,2025-07-14,Bacon Burger,2
1086,2025-07-14,Sorvete,2
1087,2025-07-14,Onion Rings,3
1088,2025-07-14,Cheeseburger,4
1089,2025-07-14,Onion Rings,3
1090,2025-07-14,Bacon Burger,2
1091,2025-07-14,Água,1
1092,2025-07-14,Milkshake,3
1093,2025-07-14,Batata Frita,1
1094,2025-07-14,Cheeseburger,2
1095,2025-07-15,Refrigerante,2
1096,2025-07-15,Batata Frita,3
1097,2025-07-15,Brownie,4
1098,2025-07-15,Batata Frita,4
1099,2025-07-15,Água,1
1100,2025-07-15,Bacon Burger,4
1101,2025-07-15,Milkshake,1
1102,2025-07-15,Cheeseburger,4
1103,2025-07-15,Cheeseburger,2
1104,2025-07-16,Água,3
1105,2025-07-16,Refrigerante,3
1106,2025-07-16,Bacon Burger,4
1107,2025-07-16,Brownie,1
1108,2025-07-16,Brownie,1
1109,2025-07-16,Veggie Burger,3
1110,2025-07-16,Veggie Burger,2
1111,2025-07-16,Brownie,4
1112,2025-07-16,Milkshake,4
1113,2025-07-16,Veggie Burger,1
1114,2025-07-17,Onion Rings,1
1115,2025-07-17,Onion Rings,3
1116,2025-07-17,Bacon Burger,1
1117,2025-07-17,Veggie Burger,4
1118,2025-07-17,Água,2
1119,2025-07-17,Onion Rings,2
1120,2025-07-17,Sorvete,2
1121,2025-07-17,Cheeseburger,3
1122,2025-07-17,Brownie,2
1123,2025-07-17,Sorvete,4
1124,2025-07-17,Sorvete,1
1125,2025-07-17,Água,4
1126,2025-07-17,Sorvete,4
1127,2025-07-18,Milkshake,2
1128,2025-07-18,Cheeseburger,4
1129,2025-07-18,Batata Frita,1
1130,2025-07-18,Milkshake,2
1131,2025-07-18,Refrigerante,3
1132,2025-07-18,Bacon Burger,1
1133,2025-07-18,Água,3
1134,2025-07-18,Milkshake,3
1135,2025-07-19,Bacon Burger,4
1136,2025-07-19,Refrigerante,3
1137,2025-07-19,Água,4
1138,2025-07-19,Cheeseburger,4
1139,2025-07-19,Cheeseburger,3
1140,2025-07-19,Refrigerante,2
1141,2025-07-19,Refrigerante,1
1142,2025-07-19,Batata Frita,4
1143,2025-07-19,Brownie,4
1144,2025-07-19,Água,1
1145,2025-07-19,Bacon Burger,2
1146,2025-07-19,Refrigerante,4
1147,2025-07-19,Veggie Burger,2
1148,2025-07-19,Bacon Burger,3
1149,2025-07-19,Sorvete,2
1150,2025-07-19,Refrigerante,3
1151,2025-07-19,Água,2
1152,2025-07-19,Brownie,1
1153,2025-07-20,Sorvete,3
1154,2025-07-20,Refrigerante,3
1155,2025-07-20,Onion Rings,1
1156,2025-07-20,Veggie Burger,1
1157,2025-07-20,Batata Frita,3
1158,2025-07-20,Refrigerante,4
1159,2025-07-20,Brownie,1
1160,2025-07-20,Batata Frita,1
1161,2025-07-20,Cheeseburger,2
1162,2025-07-20,Refrigerante,4
1163,2025-07-20,Sorvete,3
1164,2025-07-21,Onion Rings,3
1165,2025-07-21,Brownie,1
1166,2025-07-21,Veggie Burger,1
1167,2025-07-21,Onion Rings,4
1168,2025-07-21,Onion Rings,2
1169,2025-07-21,Sorvete,2
1170,2025-07-21,Sorvete,3
1171,2025-07-21,Milkshake,1
1172,2025-07-21,Milkshake,4
1173,2025-07-21,Água,1
1174,2025-07-21,Água,4
1175,2025-07-21,Bacon Burger,2
1176,2025-07-21,Brownie,1
1177,2025-07-21,Sorvete,2
1178,2025-07-22,Bacon Burger,3
1179,2025-07-22,Onion Rings,4
1180,2025-07-22,Brownie,3
1181,2025-07-22,Milkshake,2
1182,2025-07-22,Brownie,2
1183,2025-07-22,Sorvete,3
1184,2025-07-22,Cheeseburger,2
1185,2025-07-22,Refrigerante,4
1186,2025-07-22,Brownie,3
1187,2025-07-22,Cheeseburger,4
1188,2025-07-23,Água,4
1189,2025-07-23,Batata Frita,4
1190,2025-07-23,Batata Frita,1
1191,2025-07-23,Água,2
1192,2025-07-23,Água,2
1193,2025-07-23,Refrigerante,4
1194,2025-07-23,Onion Rings,4
1195,2025-07-23,Água,4
1196,2025-07-23,Sorvete,4
1197,2025-07-23,Sorvete,4
1198,2025-07-23,Cheeseburger,4
1199,2025-07-23,Onion Rings,3
1200,2025-07-23,Refrigerante,2
1201,2025-07-23,Brownie,4
1202,2025-07-23,Refrigerante,1
1203,2025-07-24,Milkshake,4
1204,2025-07-24,Brownie,3
1205,2025-07-24,Onion Rings,3
1206,2025-07-24,Refrigerante,4
1207,2025-07-24,Brownie,4
1208,2025-07-24,Batata Frita,3
1209,2025-07-24,Milkshake,2
1210,2025-07-24,Cheeseburger,1
1211,2025-07-24,Milkshake,1
1212,2025-07-24,Refrigerante,1
1213,2025-07-24,Veggie Burger,1
1214,2025-07-24,Milkshake,2
1215,2025-07-24,Sorvete,1
1216,2025-07-24,Refrigerante,4
1217,2025-07-24,Água,2
1218,2025-07-24,Cheeseburger,3
1219,2025-07-25,Onion Rings,1
1220,2025-07-25,Cheeseburger,4
1221,2025-07-25,Brownie,4
1222,2025-07-25,Veggie Burger,1
1223,2025-07-25,Sorvete,1
1224,2025-07-25,Batata Frita,3
1225,2025-07-25,Sorvete,3
1226,2025-07-25,Brownie,4
1227,2025-07-25,Brownie,3
1228,2025-07-25,Milkshake,3
1229,2025-07-25,Brownie,4
1230,2025-07-25,Brownie,3
1231,2025-07-25,Onion Rings,2
1232,2025-07-25,Água,1
1233,2025-07-26,Cheeseburger,4
1234,2025-07-26,Brownie,2
1235,2025-07-26,Batata Frita,4
1236,2025-07-26,Bacon Burger,3
1237,2025-07-26,Veggie Burger,1
1238,2025-07-26,Bacon Burger,4
1239,2025-07-26,Veggie Burger,4
1240,2025-07-26,Água,2
1241,2025-07-26,Água,2
1242,2025-07-26,Refrigerante,2
1243,2025-07-26,Refrigerante,2
1244,2025-07-27,Onion Rings,3
1245,2025-07-27,Refrigerante,3
1246,2025-07-27,Sorvete,3
1247,2025-07-27,Cheeseburger,1
1248,2025-07-27,Bacon Burger,2
1249,2025-07-27,Veggie Burger,4
1250,2025-07-27,Sorvete,4
1251,2025-07-27,Sorvete,3
1252,2025-07-27,Milkshake,2
1253,2025-07-27,Veggie Burger,4
1254,2025-07-28,Água,3
1255,2025-07-28,Onion Rings,2
1256,2025-07-28,Sorvete,1
1257,2025-07-28,Água,4
1258,2025-07-28,Brownie,2
1259,2025-07-28,Água,1
1260,2025-07-28,Bacon Burger,2
1261,2025-07-28,Brownie,1
1262,2025-07-28,Sorvete,4
1263,2025-07-28,Milkshake,2
1264,2025-07-28,Cheeseburger,2
1265,2025-07-28,Onion Rings,2
1266,2025-07-28,Brownie,3
1267,2025-07-28,Bacon Burger,4
1268,2025-07-28,Batata Frita,4
1269,2025-07-28,Bacon Burger,2
1270,2025-07-28,Sorvete,4
1271,2025-07-29,Água,2
1272,2025-07-29,Bacon Burger,4
1273,2025-07-29,Sorvete,1
1274,2025-07-29,Cheeseburger,3
1275,2025-07-29,Brownie,3
1276,2025-07-29,Onion Rings,1
1277,2025-07-29,Cheeseburger,1
1278,2025-07-29,Batata Frita,1
1279,2025-07-30,Água,2
1280,2025-07-30,Cheeseburger,2
1281,2025-07-30,Água,4
1282,2025-07-30,Batata Frita,3
1283,2025-07-30,Sorvete,2
1284,2025-07-30,Milkshake,3
1285,2025-07-30,Milkshake,3
1286,2025-07-30,Cheeseburger,3
1287,2025-07-31,Cheeseburger,3
1288,2025-07-31,Cheeseburger,4
1289,2025-07-31,Brownie,4
1290,2025-07-31,Sorvete,3
1291,2025-07-31,Cheeseburger,1
1292,2025-07-31,Veggie Burger,3
1293,2025-07-31,Brownie,1
1294,2025-07-31,Sorvete,3
1295,2025-07-31,Brownie,1
1296,2025-07-31,Brownie,4
1297,2025-07-31,Sorvete,2
1298,2025-07-31,Cheeseburger,3
1299,2025-07-31,Brownie,2
1300,2025-07-31,Milkshake,2
1301,2025-07-31,Sorvete,4
1302,2025-07-31,Cheeseburger,3
1303,2025-07-31,Veggie Burger,3
1304,2025-08-01,Onion Rings,2
1305,2025-08-01,Bacon Burger,3
1306,2025-08-01,Onion Rings,4
1307,2025-08-01,Veggie Burger,1
1308,2025-08-01,Milkshake,4
1309,2025-08-01,Batata Frita,2
1310,2025-08-01,Brownie,3
1311,2025-08-01,Veggie Burger,2
1312,2025-08-02,Refrigerante,2
1313,2025-08-02,Veggie Burger,4
1314,2025-08-02,Refrigerante,3
1315,2025-08-02,Onion Rings,3
1316,2025-08-02,Água,1
1317,2025-08-02,Brownie,3
1318,2025-08-02,Veggie Burger,3
1319,2025-08-02,Sorvete,3
1320,2025-08-02,Cheeseburger,2
1321,2025-08-02,Bacon Burger,4
1322,2025-08-02,Onion Rings,3
1323,2025-08-03,Batata Frita,4
1324,2025-08-03,Água,2
1325,2025-08-03,Brownie,2
1326,2025-08-03,Brownie,3
1327,2025-08-03,Bacon Burger,1
1328,2025-08-03,Brownie,3
1329,2025-08-03,Veggie Burger,4
1330,2025-08-03,Bacon Burger,4
1331,2025-08-03,Sorvete,2
1332,2025-08-03,Bacon Burger,1
1333,2025-08-03,Bacon Burger,2
1334,2025-08-03,Bacon Burger,4
1335,2025-08-03,Milkshake,3
1336,2025-08-03,Onion Rings,3
1337,2025-08-04,Onion Rings,4
1338,2025-08-04,Veggie Burger,1
1339,2025-08-04,Bacon Burger,3
1340,2025-08-04,Brownie,1
1341,2025-08-04,Brownie,1
1342,2025-08-04,Veggie Burger,2
1343,2025-08-04,Batata Frita,3
1344,2025-08-04,Brownie,3
1345,2025-08-04,Bacon Burger,3
1346,2025-08-05,Refrigerante,4
1347,2025-08-05,Água,4
1348,2025-08-05,Onion Rings,1
1349,2025-08-05,Bacon Burger,1
1350,2025-08-05,Batata Frita,2
1351,2025-08-05,Água,4
1352,2025-08-05,Batata Frita,1
1353,2025-08-05,Cheeseburger,2
1354,2025-08-05,Bacon Burger,2
1355,2025-08-05,Batata Frita,4
1356,2025-08-05,Água,1
1357,2025-08-05,Veggie Burger,3
1358,2025-08-05,Brownie,1
1359,2025-08-05,Cheeseburger,3
1360,2025-08-06,Milkshake,4
1361,2025-08-06,Cheeseburger,4
1362,2025-08-06,Cheeseburger,3
1363,2025-08-06,Brownie,2
1364,2025-08-06,Bacon Burger,1
1365,2025-08-06,Brownie,4
1366,2025-08-06,Refrigerante,4
1367,2025-08-06,Sorvete,3
1368,2025-08-06,Refrigerante,3
1369,2025-08-06,Água,4
1370,2025-08-06,Milkshake,2
1371,2025-08-06,Milkshake,3
1372,2025-08-06,Água,1
1373,2025-08-06,Brownie,4
1374,2025-08-06,Onion Rings,1
1375,2025-08-06,Onion Rings,2
1376,2025-08-07,Bacon Burger,3
1377,2025-08-07,Brownie,3
1378,2025-08-07,Água,1
1379,2025-08-07,Sorvete,2
1380,2025-08-07,Batata Frita,4
1381,2025-08-07,Veggie Burger,1
1382,2025-08-07,Veggie Burger,3
1383,2025-08-07,Bacon Burger,2
1384,2025-08-07,Batata Frita,4
1385,2025-08-07,Veggie Burger,2
1386,2025-08-07,Refrigerante,3
1387,2025-08-07,Sorvete,4
1388,2025-08-08,Refrigerante,3
1389,2025-08-08,Onion Rings,1
1390,2025-08-08,Veggie Burger,4
1391,2025-08-08,Brownie,3
1392,2025-08-08,Brownie,4
1393,2025-08-08,Brownie,2
1394,2025-08-08,Milkshake,2
1395,2025-08-08,Brownie,3
1396,2025-08-08,Bacon Burger,3
1397,2025-08-08,Brownie,3
1398,2025-08-08,Veggie Burger,1
1399,2025-08-08,Cheeseburger,1
1400,2025-08-08,Cheeseburger,4
1401,2025-08-08,Água,3
1402,2025-08-08,Batata Frita,2
1403,2025-08-08,Cheeseburger,1
1404,2025-08-08,Sorvete,4
1405,2025-08-08,Refrigerante,1
1406,2025-08-08,Refrigerante,2
1407,2025-08-08,Batata Frita,1
1408,2025-08-09,Veggie Burger,4
1409,2025-08-09,Água,2
1410,2025-08-09,Milkshake,1
1411,2025-08-09,Milkshake,3
1412,2025-08-09,Refrigerante,3
1413,2025-08-09,Água,4
1414,2025-08-09,Brownie,1
1415,2025-08-09,Sorvete,2
1416,2025-08-09,Água,4
1417,2025-08-09,Cheeseburger,4
1418,2025-08-10,Veggie Burger,2
1419,2025-08-10,Cheeseburger,4
1420,2025-08-10,Sorvete,4
1421,2025-08-10,Cheeseburger,1
1422,2025-08-10,Sorvete,1
1423,2025-08-10,Água,3
1424,2025-08-10,Onion Rings,2
1425,2025-08-10,Refrigerante,2
1426,2025-08-10,Sorvete,1
1427,2025-08-10,Brownie,1
1428,2025-08-10,Onion Rings,2
1429,2025-08-10,Cheeseburger,3
1430,2025-08-10,Milkshake,2
1431,2025-08-10,Água,1
1432,2025-08-10,Brownie,2
1433,2025-08-10,Refrigerante,1
1434,2025-08-10,Milkshake,4
1435,2025-08-10,Água,3
1436,2025-08-10,Onion Rings,1
1437,2025-08-11,Onion Rings,3
1438,2025-08-11,Água,1
1439,2025-08-11,Refrigerante,4
1440,2025-08-11,Cheeseburger,2
1441,2025-08-11,Bacon Burger,3
1442,2025-08-11,Veggie Burger,1
1443,2025-08-11,Veggie Burger,2
1444,2025-08-11,Sorvete,2
1445,2025-08-11,Água,3
1446,2025-08-11,Refrigerante,1
1447,2025-08-12,Água,1
1448,2025-08-12,Água,2
1449,2025-08-12,Veggie Burger,3
1450,2025-08-12,Sorvete,2
1451,2025-08-12,Cheeseburger,3
1452,2025-08-12,Batata Frita,2
1453,2025-08-12,Refrigerante,4
1454,2025-08-12,Milkshake,4
1455,2025-08-12,Água,3
1456,2025-08-13,Veggie Burger,1
1457,2025-08-13,Milkshake,1
1458,2025-08-13,Cheeseburger,3
1459,2025-08-13,Onion Rings,4
1460,2025-08-13,Brownie,4
1461,2025-08-13,Batata Frita,4
1462,2025-08-13,Batata Frita,4
1463,2025-08-13,Cheeseburger,4
1464,2025-08-13,Sorvete,3
1465,2025-08-14,Batata Frita,4
1466,2025-08-14,Veggie Burger,4
1467,2025-08-14,Sorvete,2
1468,2025-08-14,Batata Frita,1
1469,2025-08-14,Onion Rings,1
1470,2025-08-14,Milkshake,3
1471,2025-08-14,Milkshake,4
1472,2025-08-14,Cheeseburger,1
1473,2025-08-14,Brownie,1
1474,2025-08-15,Batata Frita,3
1475,2025-08-15,Onion Rings,4
1476,2025-08-15,Onion Rings,4
1477,2025-08-15,Brownie,1
1478,2025-08-15,Sorvete,2
1479,2025-08-15,Sorvete,2
1480,2025-08-15,Milkshake,1
1481,2025-08-15,Milkshake,4
1482,2025-08-15,Cheeseburger,2
1483,2025-08-15,Bacon Burger,4
1484,2025-08-15,Bacon Burger,4
1485,2025-08-15,Batata Frita,1
1486,2025-08-15,Onion Rings,1
1487,2025-08-15,Veggie Burger,4
1488,2025-08-15,Cheeseburger,2
1489,2025-08-15,Batata Frita,3
1490,2025-08-15,Sorvete,1
1491,2025-08-16,Refrigerante,1
1492,2025-08-16,Onion Rings,4
1493,2025-08-16,Batata Frita,2
1494,2025-08-16,Onion Rings,1
1495,2025-08-16,Refrigerante,4
1496,2025-08-16,Milkshake,1
1497,2025-08-16,Veggie Burger,1
1498,2025-08-16,Onion Rings,2
1499,2025-08-16,Refrigerante,1
1500,2025-08-17,Água,1
1501,2025-08-17,Água,1
1502,2025-08-17,Cheeseburger,1
1503,2025-08-17,Onion Rings,4
1504,2025-08-17,Milkshake,3
1505,2025-08-17,Água,2
1506,2025-08-17,Bacon Burger,4
1507,2025-08-17,Batata Frita,2
1508,2025-08-17,Brownie,4
1509,2025-08-18,Brownie,3
1510,2025-08-18,Brownie,4
1511,2025-08-18,Onion Rings,3
1512,2025-08-18,Brownie,4
1513,2025-08-18,Água,4
1514,2025-08-18,Água,3
1515,2025-08-18,Refrigerante,1
1516,2025-08-18,Bacon Burger,2
1517,2025-08-18,Veggie Burger,3
1518,2025-08-18,Sorvete,4
1519,2025-08-18,Bacon Burger,4
1520,2025-08-18,Batata Frita,2
1521,2025-08-18,Milkshake,3
1522,2025-08-18,Veggie Burger,1
1523,2025-08-18,Batata Frita,2
1524,2025-08-18,Sorvete,3
1525,2025-08-18,Bacon Burger,3
1526,2025-08-18,Onion Rings,2
1527,2025-08-18,Água,2
1528,2025-08-18,Refrigerante,4
1529,2025-08-19,Cheeseburger,2
1530,2025-08-19,Milkshake,1
1531,2025-08-19,Bacon Burger,1
1532,2025-08-19,Brownie,1
1533,2025-08-19,Bacon Burger,3
1534,2025-08-19,Milkshake,4
1535,2025-08-19,Refrigerante,4
1536,2025-08-19,Batata Frita,4
1537,2025-08-19,Milkshake,1
1538,2025-08-19,Água,4
1539,2025-08-20,Veggie Burger,3
1540,2025-08-20,Onion Rings,1
1541,2025-08-20,Brownie,4
1542,2025-08-20,Brownie,1
1543,2025-08-20,Onion Rings,4
1544,2025-08-20,Água,4
1545,2025-08-20,Sorvete,3
1546,2025-08-20,Refrigerante,2
1547,2025-08-20,Milkshake,2
1548,2025-08-20,Milkshake,4
1549,2025-08-20,Veggie Burger,2
1550,2025-08-20,Água,4
1551,2025-08-20,Batata Frita,3
1552,2025-08-20,Água,2
1553,2025-08-21,Milkshake,3
1554,2025-08-21,Água,3
1555,2025-08-21,Refrigerante,2
1556,2025-08-21,Onion Rings,3
1557,2025-08-21,Milkshake,3
1558,2025-08-21,Onion Rings,1
1559,2025-08-21,Brownie,2
1560,2025-08-21,Sorvete,3
1561,2025-08-21,Água,1
1562,2025-08-21,Água,1
1563,2025-08-21,Refrigerante,2
1564,2025-08-21,Refrigerante,3
