Data,Dia da Semana,Produto,Categoria,Quantidade Vendida
2024-12-29,Sunday,Sobremesa,dessert,11
2024-12-30,Monday,Combo Hambúrguer + Batata,combo,49
2024-12-30,Monday,Hambúrguer Simples,burger,21
2024-12-30,Monday,Batata Frita,side,25
2024-12-30,Monday,Refrigerante,drink,22
2024-12-30,Monday,Milkshake,drink,13
2024-12-30,Monday,Sobremesa,dessert,12
2024-12-31,Tuesday,Combo Hambúrguer + Batata,combo,48
2024-12-31,Tuesday,Hambúrguer Simples,burger,25
2024-12-31,Tuesday,Batata Frita,side,31
2024-12-31,Tuesday,Refrigerante,drink,16
2024-12-31,Tuesday,Milkshake,drink,14
2024-12-31,Tuesday,Sobremesa,dessert,11
2025-01-01,Wednesday,Combo Hambúrguer + Batata,combo,81
2025-01-01,Wednesday,Hambúrguer Simples,burger,54
2025-01-01,Wednesday,Batata Frita,side,40
2025-01-01,Wednesday,Refrigerante,drink,37
2025-01-01,Wednesday,Milkshake,drink,27
2025-01-01,Wednesday,Sobremesa,dessert,24
2025-01-02,Thursday,Combo Hambúrguer + Batata,combo,56
2025-01-02,Thursday,Hambúrguer Simples,burger,28
2025-01-02,Thursday,Batata Frita,side,30
2025-01-02,Thursday,Refrigerante,drink,11
2025-01-02,Thursday,Milkshake,drink,14
2025-01-02,Thursday,Sobremesa,dessert,16
2025-01-03,Friday,Combo Hambúrguer + Batata,combo,41
2025-01-03,Friday,Hambúrguer Simples,burger,28
2025-01-03,Friday,Batata Frita,side,32
2025-01-03,Friday,Refrigerante,drink,23
2025-01-03,Friday,Milkshake,drink,13
2025-01-03,Friday,Sobremesa,dessert,1
2025-01-04,Saturday,Combo Hambúrguer + Batata,combo,77
2025-01-04,Saturday,Hambúrguer Simples,burger,54
2025-01-04,Saturday,Batata Frita,side,38
2025-01-04,Saturday,Refrigerante,drink,21
2025-01-04,Saturday,Milkshake,drink,15
2025-01-04,Saturday,Sobremesa,dessert,8
2025-01-05,Sunday,Combo Hambúrguer + Batata,combo,81
2025-01-05,Sunday,Hambúrguer Simples,burger,49
2025-01-05,Sunday,Batata Frita,side,34
2025-01-05,Sunday,Refrigerante,drink,27
2025-01-05,Sunday,Milkshake,drink,22
2025-01-05,Sunday,Sobremesa,dessert,12
2025-01-06,Monday,Combo Hambúrguer + Batata,combo,54
2025-01-06,Monday,Hambúrguer Simples,burger,30
2025-01-06,Monday,Batata Frita,side,19
2025-01-06,Monday,Refrigerante,drink,22
2025-01-06,Monday,Milkshake,drink,7
2025-01-06,Monday,Sobremesa,dessert,0
2025-01-07,Tuesday,Combo Hambúrguer + Batata,combo,49
2025-01-07,Tuesday,Hambúrguer Simples,burger,34
2025-01-07,Tuesday,Batata Frita,side,27
2025-01-07,Tuesday,Refrigerante,drink,17
2025-01-07,Tuesday,Milkshake,drink,10
2025-01-07,Tuesday,Sobremesa,dessert,8
2025-01-08,Wednesday,Combo Hambúrguer + Batata,combo,45
2025-01-08,Wednesday,Hambúrguer Simples,burger,26
2025-01-08,Wednesday,Batata Frita,side,16
2025-01-08,Wednesday,Refrigerante,drink,22
2025-01-08,Wednesday,Milkshake,drink,11
2025-01-08,Wednesday,Sobremesa,dessert,9
2025-01-09,Thursday,Combo Hambúrguer + Batata,combo,50
2025-01-09,Thursday,Hambúrguer Simples,burger,30
2025-01-09,Thursday,Batata Frita,side,22
2025-01-09,Thursday,Refrigerante,drink,19
2025-01-09,Thursday,Milkshake,drink,16
2025-01-09,Thursday,Sobremesa,dessert,9
2025-01-10,Friday,Combo Hambúrguer + Batata,combo,50
2025-01-10,Friday,Hambúrguer Simples,burger,32
2025-01-10,Friday,Batata Frita,side,20
2025-01-10,Friday,Refrigerante,drink,21
2025-01-10,Friday,Milkshake,drink,9
2025-01-10,Friday,Sobremesa,dessert,8
2025-01-11,Saturday,Combo Hambúrguer + Batata,combo,78
2025-01-11,Saturday,Hambúrguer Simples,burger,49
2025-01-11,Saturday,Batata Frita,side,34
2025-01-11,Saturday,Refrigerante,drink,31
2025-01-11,Saturday,Milkshake,drink,24
2025-01-11,Saturday,Sobremesa,dessert,4
2025-01-12,Sunday,Combo Hambúrguer + Batata,combo,69
2025-01-12,Sunday,Hambúrguer Simples,burger,47
2025-01-12,Sunday,Batata Frita,side,37
2025-01-12,Sunday,Refrigerante,drink,38
2025-01-12,Sunday,Milkshake,drink,19
2025-01-12,Sunday,Sobremesa,dessert,24
2025-01-13,Monday,Combo Hambúrguer + Batata,combo,42
2025-01-13,Monday,Hambúrguer Simples,burger,24
2025-01-13,Monday,Batata Frita,side,23
2025-01-13,Monday,Refrigerante,drink,16
2025-01-13,Monday,Milkshake,drink,15
2025-01-13,Monday,Sobremesa,dessert,8
2025-01-14,Tuesday,Combo Hambúrguer + Batata,combo,46
2025-01-14,Tuesday,Hambúrguer Simples,burger,33
2025-01-14,Tuesday,Batata Frita,side,21
2025-01-14,Tuesday,Refrigerante,drink,24
2025-01-14,Tuesday,Milkshake,drink,22
2025-01-14,Tuesday,Sobremesa,dessert,1
2025-01-15,Wednesday,Combo Hambúrguer + Batata,combo,57
2025-01-15,Wednesday,Hambúrguer Simples,burger,29
2025-01-15,Wednesday,Batata Frita,side,20
2025-01-15,Wednesday,Refrigerante,drink,14
2025-01-15,Wednesday,Milkshake,drink,13
2025-01-15,Wednesday,Sobremesa,dessert,18
2025-01-16,Thursday,Combo Hambúrguer + Batata,combo,53
2025-01-16,Thursday,Hambúrguer Simples,burger,28
2025-01-16,Thursday,Batata Frita,side,27
2025-01-16,Thursday,Refrigerante,drink,21
2025-01-16,Thursday,Milkshake,drink,16
2025-01-16,Thursday,Sobremesa,dessert,3
2025-01-17,Friday,Combo Hambúrguer + Batata,combo,52
2025-01-17,Friday,Hambúrguer Simples,burger,30
2025-01-17,Friday,Batata Frita,side,27
2025-01-17,Friday,Refrigerante,drink,17
2025-01-17,Friday,Milkshake,drink,15
2025-01-17,Friday,Sobremesa,dessert,0
2025-01-18,Saturday,Combo Hambúrguer + Batata,combo,75
2025-01-18,Saturday,Hambúrguer Simples,burger,50
2025-01-18,Saturday,Batata Frita,side,33
2025-01-18,Saturday,Refrigerante,drink,26
2025-01-18,Saturday,Milkshake,drink,24
2025-01-18,Saturday,Sobremesa,dessert,14
2025-01-19,Sunday,Combo Hambúrguer + Batata,combo,69
2025-01-19,Sunday,Hambúrguer Simples,burger,43
2025-01-19,Sunday,Batata Frita,side,37
2025-01-19,Sunday,Refrigerante,drink,31
2025-01-19,Sunday,Milkshake,drink,24
2025-01-19,Sunday,Sobremesa,dessert,19
2025-01-20,Monday,Combo Hambúrguer + Batata,combo,54
2025-01-20,Monday,Hambúrguer Simples,burger,28
2025-01-20,Monday,Batata Frita,side,23
2025-01-20,Monday,Refrigerante,drink,16
2025-01-20,Monday,Milkshake,drink,16
2025-01-20,Monday,Sobremesa,dessert,8
2025-01-21,Tuesday,Combo Hambúrguer + Batata,combo,48
2025-01-21,Tuesday,Hambúrguer Simples,burger,25
2025-01-21,Tuesday,Batata Frita,side,23
2025-01-21,Tuesday,Refrigerante,drink,15
2025-01-21,Tuesday,Milkshake,drink,13
2025-01-21,Tuesday,Sobremesa,dessert,2
2025-01-22,Wednesday,Combo Hambúrguer + Batata,combo,43
2025-01-22,Wednesday,Hambúrguer Simples,burger,21
2025-01-22,Wednesday,Batata Frita,side,22
2025-01-22,Wednesday,Refrigerante,drink,19
2025-01-22,Wednesday,Milkshake,drink,22
2025-01-22,Wednesday,Sobremesa,dessert,10
2025-01-23,Thursday,Combo Hambúrguer + Batata,combo,53
2025-01-23,Thursday,Hambúrguer Simples,burger,33
2025-01-23,Thursday,Batata Frita,side,28
2025-01-23,Thursday,Refrigerante,drink,21
2025-01-23,Thursday,Milkshake,drink,18
2025-01-23,Thursday,Sobremesa,dessert,13
2025-01-24,Friday,Combo Hambúrguer + Batata,combo,57
2025-01-24,Friday,Hambúrguer Simples,burger,34
2025-01-24,Friday,Batata Frita,side,17
2025-01-24,Friday,Refrigerante,drink,24
2025-01-24,Friday,Milkshake,drink,22
2025-01-24,Friday,Sobremesa,dessert,7
2025-01-25,Saturday,Combo Hambúrguer + Batata,combo,70
2025-01-25,Saturday,Hambúrguer Simples,burger,47
2025-01-25,Saturday,Batata Frita,side,37
2025-01-25,Saturday,Refrigerante,drink,33
2025-01-25,Saturday,Milkshake,drink,17
2025-01-25,Saturday,Sobremesa,dessert,11
2025-01-26,Sunday,Combo Hambúrguer + Batata,combo,79
2025-01-26,Sunday,Hambúrguer Simples,burger,34
2025-01-26,Sunday,Batata Frita,side,28
2025-01-26,Sunday,Refrigerante,drink,40
2025-01-26,Sunday,Milkshake,drink,17
2025-01-26,Sunday,Sobremesa,dessert,13
2025-01-27,Monday,Combo Hambúrguer + Batata,combo,40
2025-01-27,Monday,Hambúrguer Simples,burger,42
2025-01-27,Monday,Batata Frita,side,25
2025-01-27,Monday,Refrigerante,drink,25
2025-01-27,Monday,Milkshake,drink,18
2025-01-27,Monday,Sobremesa,dessert,0
2025-01-28,Tuesday,Combo Hambúrguer + Batata,combo,37
2025-01-28,Tuesday,Hambúrguer Simples,burger,24
2025-01-28,Tuesday,Batata Frita,side,34
2025-01-28,Tuesday,Refrigerante,drink,21
2025-01-28,Tuesday,Milkshake,drink,17
2025-01-28,Tuesday,Sobremesa,dessert,0
2025-01-29,Wednesday,Combo Hambúrguer + Batata,combo,55
2025-01-29,Wednesday,Hambúrguer Simples,burger,36
2025-01-29,Wednesday,Batata Frita,side,26
2025-01-29,Wednesday,Refrigerante,drink,21
2025-01-29,Wednesday,Milkshake,drink,17
2025-01-29,Wednesday,Sobremesa,dessert,16
2025-01-30,Thursday,Combo Hambúrguer + Batata,combo,49
2025-01-30,Thursday,Hambúrguer Simples,burger,34
2025-01-30,Thursday,Batata Frita,side,32
2025-01-30,Thursday,Refrigerante,drink,30
2025-01-30,Thursday,Milkshake,drink,22
2025-01-30,Thursday,Sobremesa,dessert,16
2025-01-31,Friday,Combo Hambúrguer + Batata,combo,56
2025-01-31,Friday,Hambúrguer Simples,burger,44
2025-01-31,Friday,Batata Frita,side,20
2025-01-31,Friday,Refrigerante,drink,27
2025-01-31,Friday,Milkshake,drink,15
2025-01-31,Friday,Sobremesa,dessert,11
2025-02-01,Saturday,Combo Hambúrguer + Batata,combo,71
2025-02-01,Saturday,Hambúrguer Simples,burger,53
2025-02-01,Saturday,Batata Frita,side,37
2025-02-01,Saturday,Refrigerante,drink,33
2025-02-01,Saturday,Milkshake,drink,28
2025-02-01,Saturday,Sobremesa,dessert,18
2025-02-02,Sunday,Combo Hambúrguer + Batata,combo,85
2025-02-02,Sunday,Hambúrguer Simples,burger,45
2025-02-02,Sunday,Batata Frita,side,33
2025-02-02,Sunday,Refrigerante,drink,20
2025-02-02,Sunday,Milkshake,drink,26
2025-02-02,Sunday,Sobremesa,dessert,18
2025-02-03,Monday,Combo Hambúrguer + Batata,combo,47
2025-02-03,Monday,Hambúrguer Simples,burger,32
2025-02-03,Monday,Batata Frita,side,23
2025-02-03,Monday,Refrigerante,drink,21
2025-02-03,Monday,Milkshake,drink,8
2025-02-03,Monday,Sobremesa,dessert,18
2025-02-04,Tuesday,Combo Hambúrguer + Batata,combo,48
2025-02-04,Tuesday,Hambúrguer Simples,burger,25
2025-02-04,Tuesday,Batata Frita,side,22
2025-02-04,Tuesday,Refrigerante,drink,19
2025-02-04,Tuesday,Milkshake,drink,12
2025-02-04,Tuesday,Sobremesa,dessert,12
2025-02-05,Wednesday,Combo Hambúrguer + Batata,combo,54
2025-02-05,Wednesday,Hambúrguer Simples,burger,28
2025-02-05,Wednesday,Batata Frita,side,16
2025-02-05,Wednesday,Refrigerante,drink,21
2025-02-05,Wednesday,Milkshake,drink,18
2025-02-05,Wednesday,Sobremesa,dessert,6
2025-02-06,Thursday,Combo Hambúrguer + Batata,combo,49
2025-02-06,Thursday,Hambúrguer Simples,burger,23
2025-02-06,Thursday,Batata Frita,side,27
2025-02-06,Thursday,Refrigerante,drink,20
2025-02-06,Thursday,Milkshake,drink,15
2025-02-06,Thursday,Sobremesa,dessert,17
2025-02-07,Friday,Combo Hambúrguer + Batata,combo,48
2025-02-07,Friday,Hambúrguer Simples,burger,28
2025-02-07,Friday,Batata Frita,side,27
2025-02-07,Friday,Refrigerante,drink,22
2025-02-07,Friday,Milkshake,drink,10
2025-02-07,Friday,Sobremesa,dessert,20
2025-02-08,Saturday,Combo Hambúrguer + Batata,combo,70
2025-02-08,Saturday,Hambúrguer Simples,burger,44
2025-02-08,Saturday,Batata Frita,side,40
2025-02-08,Saturday,Refrigerante,drink,27
2025-02-08,Saturday,Milkshake,drink,22
2025-02-08,Saturday,Sobremesa,dessert,9
2025-02-09,Sunday,Combo Hambúrguer + Batata,combo,66
2025-02-09,Sunday,Hambúrguer Simples,burger,45
2025-02-09,Sunday,Batata Frita,side,42
2025-02-09,Sunday,Refrigerante,drink,24
2025-02-09,Sunday,Milkshake,drink,22
2025-02-09,Sunday,Sobremesa,dessert,17
2025-02-10,Monday,Combo Hambúrguer + Batata,combo,47
2025-02-10,Monday,Hambúrguer Simples,burger,33
2025-02-10,Monday,Batata Frita,side,27
2025-02-10,Monday,Refrigerante,drink,15
2025-02-10,Monday,Milkshake,drink,17
2025-02-10,Monday,Sobremesa,dessert,16
2025-02-11,Tuesday,Combo Hambúrguer + Batata,combo,45
2025-02-11,Tuesday,Hambúrguer Simples,burger,25
2025-02-11,Tuesday,Batata Frita,side,26
2025-02-11,Tuesday,Refrigerante,drink,13
2025-02-11,Tuesday,Milkshake,drink,25
2025-02-11,Tuesday,Sobremesa,dessert,9
2025-02-12,Wednesday,Combo Hambúrguer + Batata,combo,65
2025-02-12,Wednesday,Hambúrguer Simples,burger,33
2025-02-12,Wednesday,Batata Frita,side,24
2025-02-12,Wednesday,Refrigerante,drink,28
2025-02-12,Wednesday,Milkshake,drink,12
2025-02-12,Wednesday,Sobremesa,dessert,7
2025-02-13,Thursday,Combo Hambúrguer + Batata,combo,51
2025-02-13,Thursday,Hambúrguer Simples,burger,34
2025-02-13,Thursday,Batata Frita,side,26
2025-02-13,Thursday,Refrigerante,drink,27
2025-02-13,Thursday,Milkshake,drink,20
2025-02-13,Thursday,Sobremesa,dessert,9
2025-02-14,Friday,Combo Hambúrguer + Batata,combo,54
2025-02-14,Friday,Hambúrguer Simples,burger,26
2025-02-14,Friday,Batata Frita,side,24
2025-02-14,Friday,Refrigerante,drink,25
2025-02-14,Friday,Milkshake,drink,23
2025-02-14,Friday,Sobremesa,dessert,18
2025-02-15,Saturday,Combo Hambúrguer + Batata,combo,70
2025-02-15,Saturday,Hambúrguer Simples,burger,41
2025-02-15,Saturday,Batata Frita,side,40
2025-02-15,Saturday,Refrigerante,drink,35
2025-02-15,Saturday,Milkshake,drink,14
2025-02-15,Saturday,Sobremesa,dessert,10
2025-02-16,Sunday,Combo Hambúrguer + Batata,combo,69
2025-02-16,Sunday,Hambúrguer Simples,burger,45
2025-02-16,Sunday,Batata Frita,side,31
2025-02-16,Sunday,Refrigerante,drink,37
2025-02-16,Sunday,Milkshake,drink,16
2025-02-16,Sunday,Sobremesa,dessert,26
2025-02-17,Monday,Combo Hambúrguer + Batata,combo,54
2025-02-17,Monday,Hambúrguer Simples,burger,34
2025-02-17,Monday,Batata Frita,side,27
2025-02-17,Monday,Refrigerante,drink,21
2025-02-17,Monday,Milkshake,drink,14
2025-02-17,Monday,Sobremesa,dessert,6
2025-02-18,Tuesday,Combo Hambúrguer + Batata,combo,57
2025-02-18,Tuesday,Hambúrguer Simples,burger,33
2025-02-18,Tuesday,Batata Frita,side,24
2025-02-18,Tuesday,Refrigerante,drink,23
2025-02-18,Tuesday,Milkshake,drink,19
2025-02-18,Tuesday,Sobremesa,dessert,5
2025-02-19,Wednesday,Combo Hambúrguer + Batata,combo,49
2025-02-19,Wednesday,Hambúrguer Simples,burger,33
2025-02-19,Wednesday,Batata Frita,side,26
2025-02-19,Wednesday,Refrigerante,drink,13
2025-02-19,Wednesday,Milkshake,drink,13
2025-02-19,Wednesday,Sobremesa,dessert,17
2025-02-20,Thursday,Combo Hambúrguer + Batata,combo,47
2025-02-20,Thursday,Hambúrguer Simples,burger,23
2025-02-20,Thursday,Batata Frita,side,23
2025-02-20,Thursday,Refrigerante,drink,26
2025-02-20,Thursday,Milkshake,drink,13
2025-02-20,Thursday,Sobremesa,dessert,13
2025-02-21,Friday,Combo Hambúrguer + Batata,combo,53
2025-02-21,Friday,Hambúrguer Simples,burger,29
2025-02-21,Friday,Batata Frita,side,17
2025-02-21,Friday,Refrigerante,drink,19
2025-02-21,Friday,Milkshake,drink,8
2025-02-21,Friday,Sobremesa,dessert,7
2025-02-22,Saturday,Combo Hambúrguer + Batata,combo,72
2025-02-22,Saturday,Hambúrguer Simples,burger,40
2025-02-22,Saturday,Batata Frita,side,35
2025-02-22,Saturday,Refrigerante,drink,27
2025-02-22,Saturday,Milkshake,drink,17
2025-02-22,Saturday,Sobremesa,dessert,15
2025-02-23,Sunday,Combo Hambúrguer + Batata,combo,65
2025-02-23,Sunday,Hambúrguer Simples,burger,47
2025-02-23,Sunday,Batata Frita,side,39
2025-02-23,Sunday,Refrigerante,drink,27
2025-02-23,Sunday,Milkshake,drink,24
2025-02-23,Sunday,Sobremesa,dessert,11
2025-02-24,Monday,Combo Hambúrguer + Batata,combo,52
2025-02-24,Monday,Hambúrguer Simples,burger,29
2025-02-24,Monday,Batata Frita,side,22
2025-02-24,Monday,Refrigerante,drink,26
2025-02-24,Monday,Milkshake,drink,13
2025-02-24,Monday,Sobremesa,dessert,9
2025-02-25,Tuesday,Combo Hambúrguer + Batata,combo,88
2025-02-25,Tuesday,Hambúrguer Simples,burger,44
2025-02-25,Tuesday,Batata Frita,side,41
2025-02-25,Tuesday,Refrigerante,drink,41
2025-02-25,Tuesday,Milkshake,drink,24
2025-02-25,Tuesday,Sobremesa,dessert,14
2025-02-26,Wednesday,Combo Hambúrguer + Batata,combo,43
2025-02-26,Wednesday,Hambúrguer Simples,burger,22
2025-02-26,Wednesday,Batata Frita,side,18
2025-02-26,Wednesday,Refrigerante,drink,21
2025-02-26,Wednesday,Milkshake,drink,8
2025-02-26,Wednesday,Sobremesa,dessert,7
2025-02-27,Thursday,Combo Hambúrguer + Batata,combo,58
2025-02-27,Thursday,Hambúrguer Simples,burger,36
2025-02-27,Thursday,Batata Frita,side,31
2025-02-27,Thursday,Refrigerante,drink,26
2025-02-27,Thursday,Milkshake,drink,15
2025-02-27,Thursday,Sobremesa,dessert,16
2025-02-28,Friday,Combo Hambúrguer + Batata,combo,44
2025-02-28,Friday,Hambúrguer Simples,burger,25
2025-02-28,Friday,Batata Frita,side,28
2025-02-28,Friday,Refrigerante,drink,19
2025-02-28,Friday,Milkshake,drink,4
2025-02-28,Friday,Sobremesa,dessert,7
2025-03-01,Saturday,Combo Hambúrguer + Batata,combo,75
2025-03-01,Saturday,Hambúrguer Simples,burger,47
2025-03-01,Saturday,Batata Frita,side,39
2025-03-01,Saturday,Refrigerante,drink,28
2025-03-01,Saturday,Milkshake,drink,20
2025-03-01,Saturday,Sobremesa,dessert,19
2025-03-02,Sunday,Combo Hambúrguer + Batata,combo,80
2025-03-02,Sunday,Hambúrguer Simples,burger,49
2025-03-02,Sunday,Batata Frita,side,31
2025-03-02,Sunday,Refrigerante,drink,35
2025-03-02,Sunday,Milkshake,drink,28
2025-03-02,Sunday,Sobremesa,dessert,13
2025-03-03,Monday,Combo Hambúrguer + Batata,combo,47
2025-03-03,Monday,Hambúrguer Simples,burger,22
2025-03-03,Monday,Batata Frita,side,19
2025-03-03,Monday,Refrigerante,drink,10
2025-03-03,Monday,Milkshake,drink,18
2025-03-03,Monday,Sobremesa,dessert,12
2025-03-04,Tuesday,Combo Hambúrguer + Batata,combo,44
2025-03-04,Tuesday,Hambúrguer Simples,burger,23
2025-03-04,Tuesday,Batata Frita,side,30
2025-03-04,Tuesday,Refrigerante,drink,15
2025-03-04,Tuesday,Milkshake,drink,16
2025-03-04,Tuesday,Sobremesa,dessert,16
2025-03-05,Wednesday,Combo Hambúrguer + Batata,combo,55
2025-03-05,Wednesday,Hambúrguer Simples,burger,34
2025-03-05,Wednesday,Batata Frita,side,23
2025-03-05,Wednesday,Refrigerante,drink,18
2025-03-05,Wednesday,Milkshake,drink,16
2025-03-05,Wednesday,Sobremesa,dessert,9
2025-03-06,Thursday,Combo Hambúrguer + Batata,combo,46
2025-03-06,Thursday,Hambúrguer Simples,burger,22
2025-03-06,Thursday,Batata Frita,side,16
2025-03-06,Thursday,Refrigerante,drink,32
2025-03-06,Thursday,Milkshake,drink,19
2025-03-06,Thursday,Sobremesa,dessert,9
2025-03-07,Friday,Combo Hambúrguer + Batata,combo,49
2025-03-07,Friday,Hambúrguer Simples,burger,24
2025-03-07,Friday,Batata Frita,side,20
2025-03-07,Friday,Refrigerante,drink,14
2025-03-07,Friday,Milkshake,drink,18
2025-03-07,Friday,Sobremesa,dessert,11
2025-03-08,Saturday,Combo Hambúrguer + Batata,combo,74
2025-03-08,Saturday,Hambúrguer Simples,burger,38
2025-03-08,Saturday,Batata Frita,side,38
2025-03-08,Saturday,Refrigerante,drink,20
2025-03-08,Saturday,Milkshake,drink,23
2025-03-08,Saturday,Sobremesa,dessert,13
2025-03-09,Sunday,Combo Hambúrguer + Batata,combo,74
2025-03-09,Sunday,Hambúrguer Simples,burger,50
2025-03-09,Sunday,Batata Frita,side,33
2025-03-09,Sunday,Refrigerante,drink,23
2025-03-09,Sunday,Milkshake,drink,20
2025-03-09,Sunday,Sobremesa,dessert,14
2025-03-10,Monday,Combo Hambúrguer + Batata,combo,42
2025-03-10,Monday,Hambúrguer Simples,burger,26
2025-03-10,Monday,Batata Frita,side,23
2025-03-10,Monday,Refrigerante,drink,13
2025-03-10,Monday,Milkshake,drink,11
2025-03-10,Monday,Sobremesa,dessert,4
2025-03-11,Tuesday,Combo Hambúrguer + Batata,combo,49
2025-03-11,Tuesday,Hambúrguer Simples,burger,23
2025-03-11,Tuesday,Batata Frita,side,19
2025-03-11,Tuesday,Refrigerante,drink,25
2025-03-11,Tuesday,Milkshake,drink,17
2025-03-11,Tuesday,Sobremesa,dessert,8
2025-03-12,Wednesday,Combo Hambúrguer + Batata,combo,53
2025-03-12,Wednesday,Hambúrguer Simples,burger,23
2025-03-12,Wednesday,Batata Frita,side,26
2025-03-12,Wednesday,Refrigerante,drink,18
2025-03-12,Wednesday,Milkshake,drink,13
2025-03-12,Wednesday,Sobremesa,dessert,13
2025-03-13,Thursday,Combo Hambúrguer + Batata,combo,47
2025-03-13,Thursday,Hambúrguer Simples,burger,35
2025-03-13,Thursday,Batata Frita,side,23
2025-03-13,Thursday,Refrigerante,drink,25
2025-03-13,Thursday,Milkshake,drink,9
2025-03-13,Thursday,Sobremesa,dessert,6
2025-03-14,Friday,Combo Hambúrguer + Batata,combo,47
2025-03-14,Friday,Hambúrguer Simples,burger,26
2025-03-14,Friday,Batata Frita,side,22
2025-03-14,Friday,Refrigerante,drink,21
2025-03-14,Friday,Milkshake,drink,9
2025-03-14,Friday,Sobremesa,dessert,20
2025-03-15,Saturday,Combo Hambúrguer + Batata,combo,80
2025-03-15,Saturday,Hambúrguer Simples,burger,53
2025-03-15,Saturday,Batata Frita,side,38
2025-03-15,Saturday,Refrigerante,drink,34
2025-03-15,Saturday,Milkshake,drink,18
2025-03-15,Saturday,Sobremesa,dessert,18
2025-03-16,Sunday,Combo Hambúrguer + Batata,combo,76
2025-03-16,Sunday,Hambúrguer Simples,burger,43
2025-03-16,Sunday,Batata Frita,side,31
2025-03-16,Sunday,Refrigerante,drink,35
2025-03-16,Sunday,Milkshake,drink,17
2025-03-16,Sunday,Sobremesa,dessert,18
2025-03-17,Monday,Combo Hambúrguer + Batata,combo,45
2025-03-17,Monday,Hambúrguer Simples,burger,27
2025-03-17,Monday,Batata Frita,side,31
2025-03-17,Monday,Refrigerante,drink,20
2025-03-17,Monday,Milkshake,drink,14
2025-03-17,Monday,Sobremesa,dessert,16
2025-03-18,Tuesday,Combo Hambúrguer + Batata,combo,51
2025-03-18,Tuesday,Hambúrguer Simples,burger,32
2025-03-18,Tuesday,Batata Frita,side,34
2025-03-18,Tuesday,Refrigerante,drink,25
2025-03-18,Tuesday,Milkshake,drink,11
2025-03-18,Tuesday,Sobremesa,dessert,3
2025-03-19,Wednesday,Combo Hambúrguer + Batata,combo,54
2025-03-19,Wednesday,Hambúrguer Simples,burger,37
2025-03-19,Wednesday,Batata Frita,side,21
2025-03-19,Wednesday,Refrigerante,drink,28
2025-03-19,Wednesday,Milkshake,drink,16
2025-03-19,Wednesday,Sobremesa,dessert,0
2025-03-20,Thursday,Combo Hambúrguer + Batata,combo,58
2025-03-20,Thursday,Hambúrguer Simples,burger,36
2025-03-20,Thursday,Batata Frita,side,34
2025-03-20,Thursday,Refrigerante,drink,21
2025-03-20,Thursday,Milkshake,drink,12
2025-03-20,Thursday,Sobremesa,dessert,2
2025-03-21,Friday,Combo Hambúrguer + Batata,combo,53
2025-03-21,Friday,Hambúrguer Simples,burger,24
2025-03-21,Friday,Batata Frita,side,20
2025-03-21,Friday,Refrigerante,drink,14
2025-03-21,Friday,Milkshake,drink,8
2025-03-21,Friday,Sobremesa,dessert,6
2025-03-22,Saturday,Combo Hambúrguer + Batata,combo,76
2025-03-22,Saturday,Hambúrguer Simples,burger,39
2025-03-22,Saturday,Batata Frita,side,35
2025-03-22,Saturday,Refrigerante,drink,32
2025-03-22,Saturday,Milkshake,drink,20
2025-03-22,Saturday,Sobremesa,dessert,12
2025-03-23,Sunday,Combo Hambúrguer + Batata,combo,74
2025-03-23,Sunday,Hambúrguer Simples,burger,47
2025-03-23,Sunday,Batata Frita,side,35
2025-03-23,Sunday,Refrigerante,drink,33
2025-03-23,Sunday,Milkshake,drink,25
2025-03-23,Sunday,Sobremesa,dessert,8
2025-03-24,Monday,Combo Hambúrguer + Batata,combo,46
2025-03-24,Monday,Hambúrguer Simples,burger,22
2025-03-24,Monday,Batata Frita,side,19
2025-03-24,Monday,Refrigerante,drink,23
2025-03-24,Monday,Milkshake,drink,20
2025-03-24,Monday,Sobremesa,dessert,13
2025-03-25,Tuesday,Combo Hambúrguer + Batata,combo,50
2025-03-25,Tuesday,Hambúrguer Simples,burger,27
2025-03-25,Tuesday,Batata Frita,side,20
2025-03-25,Tuesday,Refrigerante,drink,17
2025-03-25,Tuesday,Milkshake,drink,14
2025-03-25,Tuesday,Sobremesa,dessert,11
2025-03-26,Wednesday,Combo Hambúrguer + Batata,combo,48
2025-03-26,Wednesday,Hambúrguer Simples,burger,36
2025-03-26,Wednesday,Batata Frita,side,20
2025-03-26,Wednesday,Refrigerante,drink,18
2025-03-26,Wednesday,Milkshake,drink,12
2025-03-26,Wednesday,Sobremesa,dessert,16
2025-03-27,Thursday,Combo Hambúrguer + Batata,combo,41
2025-03-27,Thursday,Hambúrguer Simples,burger,32
2025-03-27,Thursday,Batata Frita,side,25
2025-03-27,Thursday,Refrigerante,drink,17
2025-03-27,Thursday,Milkshake,drink,15
2025-03-27,Thursday,Sobremesa,dessert,9
2025-03-28,Friday,Combo Hambúrguer + Batata,combo,45
2025-03-28,Friday,Hambúrguer Simples,burger,31
2025-03-28,Friday,Batata Frita,side,26
2025-03-28,Friday,Refrigerante,drink,19
2025-03-28,Friday,Milkshake,drink,10
2025-03-28,Friday,Sobremesa,dessert,13
2025-03-29,Saturday,Combo Hambúrguer + Batata,combo,71
2025-03-29,Saturday,Hambúrguer Simples,burger,43
2025-03-29,Saturday,Batata Frita,side,32
2025-03-29,Saturday,Refrigerante,drink,30
2025-03-29,Saturday,Milkshake,drink,20
